# scientific name <TAB> rank <TAB> English name
# generated by tools/make_rank_names.py from the GBIF Backbone Taxonomy — edit freely
Aderidae	family	Antlike Leaf Beetles
Aegithalidae	family	Bushtits
Aegithinidae	family	Ioras
Aegothelidae	family	Owlet-nightjars
Aepyornithidae	family	Elephant Birds
Aeschnidiidae	family	Small Darners
Aeshnidae	family	Hawker Dragonflies
Aetalionidae	family	Treehoppers
Agaonidae	family	Fig Wasps
Agaricaceae	family	Field Mushrooms, Puffballs, and Allies
Agathiphagidae	family	Kauri Moths
Agelenidae	family	Cobweb Spiders
Agriochoeridae	family	Agriochoerids
Agriolimacidae	family	Field Slugs
Agromyzidae	family	Leaf-Miner Flies
Agyrtidae	family	Primitive Carrion Beetles
Ailuridae	family	Red Pandas
Alaudidae	family	Larks
Alcedinidae	family	Kingfishers
Alcidae	family	Auks
Aleyrodidae	family	Whiteflies
Alismataceae	family	Water-Plantains
Alopiidae	family	Thresher Sharks
Alpheidae	family	Cracker Shrimps
Alydidae	family	Broad-headed Bugs
Alytidae	family	Midwife Toads
Amanitaceae	family	Amanita Mushrooms and Allies
Amaranthaceae	family	Amaranths
Amaryllidaceae	family	Amaryllis, Onions, and Allies
Amaurobiidae	family	Hackledmesh Weavers
Ambystomatidae	family	Mole Salamanders
Amphicyonidae	family	Bear-dogs
Amphientomidae	family	Tropical Barklouses
Amphipsocidae	family	Hairy-Winged Barklices
Amphiumidae	family	Amphiumas
Amphizoidae	family	Trout-stream Beetles
Ampulicidae	family	Ampulicid Wasps
Ampullariidae	family	Apple Snails
Anacardiaceae	family	Cashews
Anatidae	family	Ducks, Geese and Swans
Andrenidae	family	Andrenids
Angariidae	family	Dolphin Shells
Anhimidae	family	Screamers
Anhingidae	family	Anhingas
Anisopodidae	family	Wood Gnats
Annonaceae	family	Custard Apples
Anobiidae	family	Anobiid Beetles
Anomaluridae	family	Scaly-tailed Squirrels
Anomiidae	family	Jingle Shells
Anseranatidae	family	Magpie Gooses
Antennariidae	family	Frogfishes
Anthicidae	family	Antlike Flower Beetles
Anthocoridae	family	Minute Pirate Bugs
Anthomyiidae	family	Root-Maggot Flies
Anthomyzidae	family	Indet. Anthomyiids
Anthracotheriidae	family	Anthracotheres
Anthribidae	family	Fungus Weevils
Anthribides	family	Fungus Weevils
Antilocapridae	family	Pronghorns
Antrodiaetidae	family	Foldingdoor Spiders
Anyphaenidae	family	Buzzing Spiders
Apataniidae	family	Early Smoky Wing Sedges
Apatelodidae	family	Apatelodod Moths
Aphididae	family	Aphids
Aphroditidae	family	Scaleworms
Aphrophoridae	family	True Spittlebugs
Apiaceae	family	Umbellifers
Apidae	family	Honey Bees
Aplodontiidae	family	Mountain Beavers
Aplysiidae	family	Sea Hares
Apocynaceae	family	Dogbane Families
Apodidae	family	Swifts
Apogonidae	family	Cardinalfishes
Apterygidae	family	Kiwis
Aquifoliaceae	family	Hollies
Araceae	family	Arums
Aradidae	family	Flat Bugs
Araliaceae	family	Ginseng Families
Aramidae	family	Limpkins
Araneidae	family	Orbweavers
Archipsocidae	family	Ancient Barklouses
Arcidae	family	Arks
Arctiidae	family	Tiger Moths
Ardeidae	family	Herons and Egrets
Arecaceae	family	Palms
Argasidae	family	Soft Ticks
Argidae	family	Argid Flies
Argulidae	family	Fish Louses
Argyresthiidae	family	Shiny Headstand Moths
Arionidae	family	Roundback Slugs
Aristeidae	family	Gamba Prawns
Aristolochiaceae	family	Birthworts
Armadillidiidae	family	Pillbugs
Artamidae	family	Woodswallows
Artematopodidae	family	Soft Bodied Plant Beetles
Ascalaphidae	family	Owlflies
Ascaphidae	family	Tailed Frogs
Asellidae	family	Freshwater Isopods
Asilidae	family	Robberflies
Asparagaceae	family	Agave and Allies
Asphodelaceae	family	Asphodels
Aspidosiphonidae	family	Aspidosiphonids
Aspleniaceae	family	Spleenworts
Astacidae	family	Crayfishes
Astartidae	family	Astartes
Asteraceae	family	Sunflowers
Asterinidae	family	Cushion Stars
Asterostomatidae	family	Heart Urchins
Atelecrinidae	family	Crinoids
Athericidae	family	Water Snipe Flies
Athyriaceae	family	Lady Fern Families
Atrichornithidae	family	Scrubbirds
Attelabidae	family	Leaf Rolling Weevils
Atyidae	family	Atyid Shrimps
Atypidae	family	Purseweb Spiders
Baetidae	family	Small Mayflies
Baetiscidae	family	Armored Mayflies
Balaenicipitidae	family	Shoebills
Balaenidae	family	Right Whales
Balaenopteridae	family	Rorquals
Balsaminaceae	family	Touch-Me-Nots
Barychelidae	family	Trapdoor Baboon Spiders
Bathyergidae	family	Mole Rats
Belemnitellidae	family	Belemnites
Belemnotheutidae	family	Belemnites
Belostomatidae	family	Giant Water Bugs
Benthesicymidae	family	Benthesicymid Shrimps
Berberidaceae	family	Barberries
Bernieridae	family	Tetrakas & Allies
Berothidae	family	Beaded Lacewings
Berytidae	family	Stilt Bugs
Bethylidae	family	Bethylid Wasps
Betulaceae	family	Birches
Bibionidae	family	March Flies
Bignoniaceae	family	Bignonias
Biphyllidae	family	False Skin Beetles
Bithyniidae	family	Faucet Snails
Bittacidae	family	Hangingflies
Blaberidae	family	Giant Cockroaches
Blaniulidae	family	Snake Millipedes
Blastobasidae	family	Blastobasid Moths
Blechnaceae	family	Blechnoids
Blephariceridae	family	Net-winged Midges
Blepharipodidae	family	Spiny Sand Crabs
Boettgerillidae	family	Worm Slugs
Boletaceae	family	Boletes
Bombycillidae	family	Waxwings
Bombyliidae	family	Bee Flies
Boraginaceae	family	Borage Families
Boreidae	family	Snow Scorpionflies
Bosminidae	family	Bosminid Waterfleas
Bostrichidae	family	Bostrichid Beetles
Bothidae	family	Scaldfishes
Bovidae	family	Cattle, Antelopes and Goats
Brachycentridae	family	Humpless Casemaker Caddisflies
Brachycephalidae	family	Shield Toads
Brachypsectridae	family	Texas Beetles
Brachypteraciidae	family	Ground Rollers
Braconidae	family	Braconids
Bradypodidae	family	Three-toed Sloths
Branchiobdellidae	family	Crayfish Worms
Brassicaceae	family	Mustards
Brentidae	family	Straight-Snouted Weevils
Brissidae	family	Heart Urchins
Bromeliaceae	family	Bromeliads
Brontotheriidae	family	Brontotheres
Buccinidae	family	Whelks
Bucconidae	family	Puffbirds
Bucculatricidae	family	Ribbed Cocoon-Making Moths
Bucerotidae	family	Hornbills
Bucorvidae	family	Ground Hornbills
Bufonidae	family	Toads
Bulimulidae	family	Treesnails
Buphagidae	family	Oxpeckers
Buprestidae	family	Jewel Beetles
Burhinidae	family	Thick-knees
Burramyidae	family	Pygmy Possums
Bursidae	family	Frog Shells
Busyconidae	family	Whelks
Butomaceae	family	Flowering-Rush Families
Buxaceae	family	Boxwoods
Byrrhidae	family	Moss Beetles
Byturidae	family	Fruitworm Beetles
Cabombaceae	family	Water-Shields
Cacatuidae	family	Cockatoos
Cactaceae	family	Cactus
Caeciliidae	family	Caecilians
Caeciliusidae	family	Lizard Barklouses
Caenolestidae	family	Shrew Opossums
Calappidae	family	Box Crabs
Calcariidae	family	Longspurs
Caligidae	family	Sea Lices
Callaeatidae	family	Wattled Crows
Callianassidae	family	Sandprawns
Calliphoridae	family	Blowflies
Callitrichidae	family	Tamarins
Callorhinchidae	family	Plownose Chimaeras
Calopterygidae	family	Broad-Winged Damsels
Calycanthaceae	family	Strawberry Shrubs
Calyptophilidae	family	Chat-tanagers
Calyptraeidae	family	Slipper Shells
Cambaridae	family	Crayfishes
Camelidae	family	Camels
Campanulaceae	family	Harebells
Campephagidae	family	Cuckooshrikes
Cancellariidae	family	Nutmegs
Cancridae	family	Rock Crabs
Canidae	family	Dogs and Foxes
Cannabaceae	family	Hemp Families
Cantharidae	family	Soldier Beetles
Capitonidae	family	New World Barbets
Capniidae	family	Snowflies
Caprellidae	family	Skeleton Shrimps
Caprifoliaceae	family	Honeysuckle Families
Caprimulgidae	family	Nightjars
Capromyidae	family	Hutias
Carabidae	family	Ground Beetles
Carcharhinidae	family	Requiem Sharks
Cardiidae	family	Cockles
Cardinalidae	family	Cardinals
Carditidae	family	Carditas
Cariamidae	family	Seriemas
Carnidae	family	Bird Flies
Carnobacteriaceae	family	Carnobacterias
Carposinidae	family	Fruitworm Moths
Caryophyllaceae	family	Pinks
Caryophylliidae	family	Cup Corals
Cassiopeidae	family	Cassiopeids
Castoridae	family	Beavers
Casuariidae	family	Cassowaries
Cathartidae	family	New World Vultures
Caviidae	family	Guinea Pigs
Cebidae	family	New World Monkeys
Cecidomyiidae	family	Gall Gnats
Celastraceae	family	Bittersweet Families
Centrolenidae	family	Leaf Frogs
Centrophoridae	family	Gulper Sharks
Cepheidae	family	Crowned Jellyfishes
Cephidae	family	Stem Sawflies
Cerambycidae	family	Longhorn Beetles
Ceraphronidae	family	Ceraphronids
Ceratophyllaceae	family	Coontails
Ceratopogonidae	family	Mosquitos or Gnats
Cercidiphyllaceae	family	Katsura Families
Cercopida	family	Froghoppers
Cercopidae	family	Froghoppers
Cercopithecidae	family	Old World Monkeys
Cerophytidae	family	Cerophytid Beetles
Certhiidae	family	Treecreepers
Cervidae	family	Deer
Cetorhinidae	family	Basking Sharks
Cettiidae	family	Cettia Bush Warblers & Allies
Chaetopidae	family	Rockjumpers
Chalicotheriidae	family	Chalicotheres
Chamaemyiidae	family	Aphid Flies
Chamidae	family	Jewelboxes
Chaoboridae	family	Phantom or Ghost Midges
Characeae	family	Stoneworts
Charadriidae	family	Plovers
Cheiracanthiidae	family	Eutichurid Spiders
Cheirogaleidae	family	Dwarf Lemurs
Chelisochidae	family	Black Earwigs
Chelonibiidae	family	Turtle Barnacles
Chimaeridae	family	Rabbitfishes
Chinchillidae	family	Viscachas, Chinchillas
Chionidae	family	Sheathbills
Chironomidae	family	Non-biting Midges
Chlamydoselachidae	family	Frilled Sharks
Chlorocyphidae	family	Jewel Damselflies
Chloroperlidae	family	Sallflies
Chloropidae	family	Grass Flies
Chloropseidae	family	Leafbirds
Chondrinidae	family	Snaggletooth Snails
Choreutidae	family	Metalmark Moths
Chrysididae	family	Cuckoo Wasps
Chrysochloridae	family	Golden Moles
Chrysomelidae	family	Leaf Beetles
Chrysopidae	family	Green Lacewings
Cicadellidae	family	Leafhoppers
Cicadidae	family	Cicadas
Cichlidae	family	Cichlids
Ciconiidae	family	Storks
Ciidae	family	Shelf Fungus Beetles
Cimbicidae	family	Cimbicid Sawflies
Cimicidae	family	Bed Bugs
Cinclidae	family	Dippers
Cirolanidae	family	Pill Bugs
Cistaceae	family	Rockroses
Cisticolidae	family	Cisticolas & Allies
Cixiidae	family	Cixid Planthoppers
Cladoniaceae	family	Spindles and Structured Lichens
Clambidae	family	Minute Beetles
Clastopteridae	family	Clastopterid Spittlebugs
Clausiliidae	family	Clausiliids
Clavariaceae	family	Antler and Spindle Fungi
Cleomaceae	family	Spiderflower Families
Cleridae	family	Checkered Beetles
Clethraceae	family	Clethras
Climacteridae	family	Australasian Treecreepers
Clubionidae	family	Foliage Spiders
Clusiidae	family	Druid Flies
Clypeasteridae	family	Sea Biscuits
Cnemophilidae	family	Satinbirds
Coccidae	family	Wax Scales
Coccinellidae	family	Ladybirds
Cochlicopidae	family	Pillar Snails
Coenagrionidae	family	Pond Damsels
Coleophoridae	family	Casebearers
Coliidae	family	Mousebirds
Colletidae	family	Colletid Bees
Columbellidae	family	Dove Snails
Columbidae	family	Pigeons and Doves
Comandraceae	family	Bastard Toadflax Families
Comatulidae	family	Crinoids
Commelinaceae	family	Spiderworts
Conidae	family	Cones
Coniopterygidae	family	Dustywings
Conopidae	family	Thick-Headed Flies
Conopophagidae	family	Gnateaters
Convolvulaceae	family	Morningglories
Coraciidae	family	Rollers
Corallinaceae	family	Coralline Crusts
Corbulidae	family	Box Clams
Corcoracidae	family	Australian Mudnesters
Cordulegastridae	family	Biddies
Corduliidae	family	Emeralds
Coreidae	family	Leatherbugs
Corethrellidae	family	Frog Biting Midges
Corinnidae	family	Antmimic Spiders
Corixidae	family	Water Boatmans
Cornaceae	family	Dogwoods
Coronulidae	family	Whale Barnacles
Corvidae	family	Crows and Jays
Corydalidae	family	Fishflies
Corylophidae	family	Hooded Beetles
Cosmopterigidae	family	Cosmet Moths
Cossidae	family	Carpenter and Leopard Moths
Costellariidae	family	Ribbed Mitres
Cotingidae	family	Cotingas
Cottidae	family	Sculpins
Crabronidae	family	Sand Wasps
Cracidae	family	Guans
Cracticidae	family	Butcher Birds
Crambidae	family	Crambid Snout Moths
Crangonidae	family	Crangonid Shrimps
Craniidae	family	Craniate Brachiopods
Craseonycteridae	family	Bumblebee Bats
Crassulaceae	family	Stonecrops
Cricetidae	family	Hamsters, Voles, Lemmings, and Allies
Cryptobranchidae	family	Hellbenders
Cryptophagidae	family	Silken Fungus Beetles
Ctenizidae	family	Cork-lid Trapdoor Spiders
Ctenodactylidae	family	Gundis
Ctenomyidae	family	Tuco-tucos
Cucujidae	family	Flat Bark Beetles
Cuculidae	family	Cuckoos
Cucurbitaceae	family	Gourds
Culicidae	family	Mosquitoes
Cupedidae	family	Reticulated Beetles
Cupressaceae	family	Cypresses
Curculionidae	family	Weevils
Curtonotidae	family	Quasimodo Flies
Cyaneidae	family	Cyaneids
Cybaeidae	family	Water Spiders
Cyclopedidae	family	Pygmy Anteaters
Cyclopidae	family	Copepods
Cydnidae	family	Burrower Bugs
Cydnides	family	Burrowing Bugs
Cylindrachetidae	family	Sandgropers
Cylindrotomidae	family	Long Bodied Crane Flies
Cymothoidae	family	Fish Doctors
Cynipidae	family	Gall Wasps
Cynocephalidae	family	Colugos
Cyperaceae	family	Sedges
Cypraeidae	family	Cowries
Cyprinidae	family	Minnows or Carps
Cyrenidae	family	Basket Clams
Cyrtaucheniidae	family	Wafer Trapdoor Spiders
Cystopteridaceae	family	Bladder Fern Families
Dascillidae	family	Soft Bodied Plant Beetles
Dasyatidae	family	Sting Rays
Dasyornithidae	family	Bristlebirds
Dasypodidae	family	Armadillos
Dasyproctidae	family	Agoutis
Dasyuridae	family	Dasyurids
Daubentoniidae	family	Aye-ayes
Deinopidae	family	Net-casting Spiders
