# argus vocabulary — one row per label:  <label> TAB <group> TAB <tag path>
#
#   label:  the text the model scores (prompt: "a photo of a <label>")
#   group:  scene | object | extra — each group has its own top-k cap
#   path:   hierarchy the tag is attached under, rooted at the tag prefix (default Argus|)
#           (e.g. "Landscape|Lake" becomes the tag Argus|Landscape|Lake)
#
# Add your own terms as group "extra". Blank lines and # comments are ignored.
Mausoleum	scene	Location|Outdoor|Mausoleum
Medina	scene	Location|Outdoor|Medina
Mezzanine	scene	Location|Indoor|Mezzanine
Moat water	scene	Location|Outdoor|Moat
Mosque outdoor	scene	Location|Outdoor|Mosque
Motel	scene	Location|Outdoor|Motel
Mountain	scene	Landscape|Mountain
Mountain path	scene	Landscape|Mountain path
Mountain snowy	scene	Landscape|Snowy mountain
Movie theater indoor	scene	Location|Indoor|Movie theater
Museum indoor	scene	Location|Indoor|Museum
Museum outdoor	scene	Location|Outdoor|Museum
Music studio	scene	Location|Indoor|Music studio
Natural history museum	scene	Location|Indoor|Natural history museum
Nursery	scene	Location|Indoor|Nursery
Nursing home	scene	Location|Indoor|Nursing home
Oast house	scene	Location|Outdoor|Oast house
Ocean	scene	Landscape|Ocean
Office	scene	Location|Indoor|Office
Office building	scene	Location|Outdoor|Office building
Office cubicles	scene	Location|Indoor|Office cubicles
Oilrig	scene	Location|Outdoor|Oilrig
Operating room	scene	Location|Indoor|Operating room
Orchard	scene	Landscape|Orchard
Orchestra pit	scene	Location|Indoor|Orchestra pit
Pagoda	scene	Location|Outdoor|Pagoda
Palace	scene	Location|Outdoor|Palace
Pantry	scene	Location|Indoor|Pantry
Park	scene	Location|Outdoor|Park
Parking garage indoor	scene	Location|Indoor|Parking garage
Parking garage outdoor	scene	Location|Outdoor|Parking garage
Parking lot	scene	Location|Outdoor|Parking lot
Pasture	scene	Landscape|Pasture
Patio	scene	Location|Outdoor|Patio
Pavilion	scene	Location|Outdoor|Pavilion
Pet shop	scene	Location|Indoor|Pet shop
Pharmacy	scene	Location|Indoor|Pharmacy
Phone booth	scene	Location|Outdoor|Phone booth
Physics laboratory	scene	Location|Indoor|Physics laboratory
Picnic area	scene	Location|Outdoor|Picnic area
Pier	scene	Location|Outdoor|Pier
Pizzeria	scene	Location|Indoor|Pizzeria
Playground	scene	Location|Outdoor|Playground
Playroom	scene	Location|Indoor|Playroom
Plaza	scene	Location|Outdoor|Plaza
Pond	scene	Landscape|Pond
Porch	scene	Location|Outdoor|Porch
Promenade	scene	Location|Outdoor|Promenade
Pub indoor	scene	Location|Indoor|Pub
Racecourse	scene	Location|Outdoor|Racecourse
Raceway	scene	Location|Outdoor|Raceway
Raft	scene	Objects|Vehicles|Raft
Railroad track	scene	Location|Outdoor|Railroad track
Rainforest	scene	Landscape|Rainforest
Reception	scene	Location|Indoor|Reception
Recreation room	scene	Location|Indoor|Recreation room
Repair shop	scene	Location|Indoor|Repair shop
Residential neighborhood	scene	Location|Outdoor|Residential neighborhood
Restaurant	scene	Location|Indoor|Restaurant
Restaurant kitchen	scene	Location|Indoor|Restaurant kitchen
Restaurant patio	scene	Location|Outdoor|Restaurant patio
Rice paddy	scene	Landscape|Rice paddy
River	scene	Landscape|River
Rock arch	scene	Landscape|Rock arch
Roof garden	scene	Location|Outdoor|Roof garden
Rope bridge	scene	Location|Outdoor|Rope bridge
Ruin	scene	Location|Outdoor|Ruin
Runway	scene	Location|Outdoor|Runway
Sandbox	scene	Location|Outdoor|Sandbox
Sauna	scene	Location|Indoor|Sauna
Schoolhouse	scene	Location|Outdoor|Schoolhouse
Science museum	scene	Location|Indoor|Science museum
Server room	scene	Location|Indoor|Server room
Shed	scene	Location|Outdoor|Shed
Shoe shop	scene	Location|Indoor|Shoe shop
Shopfront	scene	Location|Outdoor|Shopfront
Shopping mall indoor	scene	Location|Indoor|Shopping mall
Shower	scene	Location|Indoor|Shower
Ski resort	scene	Location|Outdoor|Ski resort
Ski slope	scene	Location|Outdoor|Ski slope
Sky	scene	Landscape|Sky
Skyscraper	scene	Location|Outdoor|Skyscraper
Slum	scene	Location|Outdoor|Slum
Snowfield	scene	Landscape|Snowfield
Soccer field	scene	Location|Outdoor|Soccer field
Stable	scene	Location|Outdoor|Stable
Stadium baseball	scene	Location|Outdoor|Baseball stadium
Stadium football	scene	Location|Outdoor|Football stadium
Stadium soccer	scene	Location|Outdoor|Soccer stadium
Stage indoor	scene	Location|Indoor|Stage
Stage outdoor	scene	Location|Outdoor|Stage
Staircase	scene	Location|Indoor|Staircase
Storage room	scene	Location|Indoor|Storage room
Street	scene	Location|Outdoor|Street
Subway station platform	scene	Location|Indoor|Subway station platform
Supermarket	scene	Location|Indoor|Supermarket
Sushi bar	scene	Location|Indoor|Sushi bar
Swamp	scene	Landscape|Swamp
Swimming hole	scene	Landscape|Swimming hole
Swimming pool indoor	scene	Location|Indoor|Swimming pool
Swimming pool outdoor	scene	Location|Outdoor|Swimming pool
Synagogue outdoor	scene	Location|Outdoor|Synagogue
Television room	scene	Location|Indoor|Television room
Television studio	scene	Location|Indoor|Television studio
Temple asia	scene	Location|Outdoor|Temple
Throne room	scene	Location|Indoor|Throne room
Ticket booth	scene	Location|Indoor|Ticket booth
Topiary garden	scene	Location|Outdoor|Topiary garden
Tower	scene	Location|Outdoor|Tower
Toyshop	scene	Location|Indoor|Toyshop
Train interior	scene	Location|Indoor|Train interior
Train station platform	scene	Location|Outdoor|Train station platform
Tree farm	scene	Landscape|Tree farm
Tree house	scene	Location|Outdoor|Tree house
Trench	scene	Location|Outdoor|Trench
Tundra	scene	Landscape|Tundra
Underwater ocean deep	scene	Landscape|Underwater
Utility room	scene	Location|Indoor|Utility room
Valley	scene	Landscape|Valley
Vegetable garden	scene	Location|Outdoor|Vegetable garden
Veterinarians office	scene	Location|Indoor|Veterinarians office
Viaduct	scene	Location|Outdoor|Viaduct
Village	scene	Location|Outdoor|Village
Vineyard	scene	Landscape|Vineyard
Volcano	scene	Landscape|Volcano
Volleyball court outdoor	scene	Location|Outdoor|Volleyball court
Waiting room	scene	Location|Indoor|Waiting room
Water park	scene	Location|Outdoor|Water park
Water tower	scene	Location|Outdoor|Water tower
Waterfall	scene	Landscape|Waterfall
Watering hole	scene	Landscape|Watering hole
Wave	scene	Landscape|Wave
Wet bar	scene	Location|Indoor|Wet bar
Wheat field	scene	Landscape|Wheat field
Wind farm	scene	Location|Outdoor|Wind farm
Windmill	scene	Location|Outdoor|Windmill
Yard	scene	Location|Outdoor|Yard
Youth hostel	scene	Location|Indoor|Youth hostel
Zen garden	scene	Location|Outdoor|Zen garden
Accordion	object	Objects|Music|Accordion
Adhesive tape	object	Objects|Office & Stationery|Adhesive tape
Aircraft	object	Objects|Vehicles|Aircraft
Alarm clock	object	Objects|Electronics|Alarm clock
Alpaca	object	Animals|Alpaca
Ambulance	object	Objects|Vehicles|Ambulance
Animal	object	Animals|Animal
Ant	object	Animals|Ant
Antelope	object	Animals|Antelope
Apple	object	Food & Drink|Apple
Armadillo	object	Animals|Armadillo
Artichoke	object	Food & Drink|Artichoke
Auto part	object	Objects|Vehicles|Auto part
Axe	object	Objects|Tools|Axe
Backpack	object	Objects|Clothing & Accessories|Backpack
Bagel	object	Food & Drink|Bagel
Baked goods	object	Food & Drink|Baked goods
Balance beam	object	Objects|Sports|Balance beam
Ball (Object)	object	Objects|Sports|Ball
Balloon	object	Objects|Toys|Balloon
Banana	object	Food & Drink|Banana
Band-aid	object	Objects|Medical|Band-aid
Banjo	object	Objects|Music|Banjo
Barge	object	Objects|Vehicles|Barge
Barrel	object	Objects|Barrel
Baseball bat	object	Objects|Sports|Baseball bat
Baseball glove	object	Objects|Sports|Baseball glove
Bat (Animal)	object	Animals|Bat
Bathroom accessory	object	Objects|Household|Bathroom accessory
Bathroom cabinet	object	Objects|Furniture|Bathroom cabinet
Bathtub	object	Objects|Household|Bathtub
Beaker	object	Objects|Beaker
Bear	object	Animals|Bear
Beard	object	People|Beard
Bed	object	Objects|Furniture|Bed
Bee	object	Animals|Bee
Beehive	object	Objects|Beehive
Beer	object	Food & Drink|Beer
Beetle	object	Animals|Beetle
Bell pepper	object	Food & Drink|Bell pepper
Belt	object	Objects|Clothing & Accessories|Belt
Bench	object	Objects|Furniture|Bench
Bicycle	object	Objects|Vehicles|Bicycle
Bicycle helmet	object	Objects|Clothing & Accessories|Bicycle helmet
Bicycle wheel	object	Objects|Vehicles|Bicycle wheel
Bidet	object	Objects|Household|Bidet
Billboard	object	Objects|Signs & Street|Billboard
Billiard table	object	Objects|Sports|Billiard table
Binoculars	object	Objects|Binoculars
Bird	object	Animals|Bird
Blender	object	Objects|Kitchen & Dining|Blender
Blue jay	object	Animals|Blue jay
Boat	object	Objects|Vehicles|Boat
Bomb	object	Objects|Weapons|Bomb
Book	object	Objects|Book
Bookcase	object	Objects|Furniture|Bookcase
Boot	object	Objects|Clothing & Accessories|Boot
Bottle	object	Objects|Kitchen & Dining|Bottle
Bottle opener	object	Objects|Kitchen & Dining|Bottle opener
Bow and arrow	object	Objects|Sports|Bow and arrow
Bowl	object	Objects|Kitchen & Dining|Bowl
Bowling equipment	object	Objects|Sports|Bowling equipment
Box	object	Objects|Box
Boy	object	People|Boy
Brassiere	object	Objects|Clothing & Accessories|Brassiere
Bread	object	Food & Drink|Bread
Briefcase	object	Objects|Clothing & Accessories|Briefcase
Broccoli	object	Food & Drink|Broccoli
Bronze sculpture	object	Objects|Art & Decor|Bronze sculpture
Brown bear	object	Animals|Brown bear
Building	object	Location|Outdoor|Building
Bull	object	Animals|Bull
Burrito	object	Food & Drink|Burrito
Bus	object	Objects|Vehicles|Bus
Bust	object	Objects|Art & Decor|Bust
Butterfly	object	Animals|Butterfly
Cabbage	object	Food & Drink|Cabbage
Cabinetry	object	Objects|Furniture|Cabinetry
Cake	object	Food & Drink|Cake
Cake stand	object	Objects|Kitchen & Dining|Cake stand
Calculator	object	Objects|Electronics|Calculator
Camel	object	Animals|Camel
Camera	object	Objects|Electronics|Camera
Can opener	object	Objects|Kitchen & Dining|Can opener
Canary	object	Animals|Canary
Candle	object	Objects|Household|Candle
Candy	object	Food & Drink|Candy
Cannon	object	Objects|Weapons|Cannon
Canoe	object	Objects|Vehicles|Canoe
Cantaloupe	object	Food & Drink|Cantaloupe
Car	object	Objects|Vehicles|Car
Carnivore	object	Animals|Carnivore
Carrot	object	Food & Drink|Carrot
Cart	object	Objects|Vehicles|Cart
Cassette deck	object	Objects|Electronics|Cassette deck
Castle	object	Location|Outdoor|Castle
Cat	object	Animals|Cat
Cat furniture	object	Objects|Furniture|Cat furniture
Caterpillar	object	Animals|Caterpillar
Cattle	object	Animals|Cattle
Ceiling fan	object	Objects|Household|Ceiling fan
Cello	object	Objects|Music|Cello
Centipede	object	Animals|Centipede
Chainsaw	object	Objects|Tools|Chainsaw
Chair	object	Objects|Furniture|Chair
Cheese	object	Food & Drink|Cheese
Cheetah	object	Animals|Cheetah
Chest of drawers	object	Objects|Furniture|Chest of drawers
Chicken	object	Animals|Chicken
Chime	object	Objects|Music|Chime
Chisel	object	Objects|Tools|Chisel
Chopsticks	object	Objects|Kitchen & Dining|Chopsticks
Christmas tree	object	Plants|Christmas tree
Clock	object	Objects|Household|Clock
Closet	object	Objects|Furniture|Closet
Clothing	object	Objects|Clothing & Accessories|Clothing
Coat	object	Objects|Clothing & Accessories|Coat
Cocktail	object	Food & Drink|Cocktail
Cocktail shaker	object	Objects|Kitchen & Dining|Cocktail shaker
Coconut	object	Food & Drink|Coconut
Coffee (drink)	object	Food & Drink|Coffee
Coffee cup	object	Objects|Kitchen & Dining|Coffee cup
Coffee table	object	Objects|Furniture|Coffee table
Coffeemaker	object	Objects|Kitchen & Dining|Coffeemaker
Coin	object	Objects|Coin
Common fig	object	Food & Drink|Fig
Common sunflower	object	Plants|Sunflower
Computer keyboard	object	Objects|Electronics|Computer keyboard
Computer monitor	object	Objects|Electronics|Computer monitor
Computer mouse	object	Objects|Electronics|Computer mouse
Container	object	Objects|Container
Convenience store	object	Location|Outdoor|Convenience store
Cookie	object	Food & Drink|Cookie
Cooking spray	object	Objects|Kitchen & Dining|Cooking spray
Corded phone	object	Objects|Electronics|Corded phone
Cosmetics	object	Objects|Personal Care|Cosmetics
Couch	object	Objects|Furniture|Couch
Countertop	object	Objects|Furniture|Countertop
Cowboy hat	object	Objects|Clothing & Accessories|Cowboy hat
Crab	object	Animals|Crab
Cream	object	Food & Drink|Cream
Cricket ball	object	Objects|Sports|Cricket ball
Crocodile	object	Animals|Crocodile
Croissant	object	Food & Drink|Croissant
Crown	object	Objects|Clothing & Accessories|Crown
Crutch	object	Objects|Medical|Crutch
Cucumber	object	Food & Drink|Cucumber
Cupboard	object	Objects|Furniture|Cupboard
Curtain	object	Objects|Household|Curtain
Cutting board	object	Objects|Kitchen & Dining|Cutting board
Dagger	object	Objects|Weapons|Dagger
Dairy Product	object	Food & Drink|Dairy product
Deer	object	Animals|Deer
Desk	object	Objects|Furniture|Desk
Dessert	object	Food & Drink|Dessert
Diaper	object	Objects|Personal Care|Diaper
Dice	object	Objects|Toys|Dice
Digital clock	object	Objects|Electronics|Digital clock
Dinosaur	object	Animals|Dinosaur
Dishwasher	object	Objects|Kitchen & Dining|Dishwasher
Dog	object	Animals|Dog
Dog bed	object	Objects|Furniture|Dog bed
Doll	object	Objects|Toys|Doll
Dolphin	object	Animals|Dolphin
Door	object	Objects|Household|Door
Door handle	object	Objects|Household|Door handle
Doughnut	object	Food & Drink|Doughnut
Dragonfly	object	Animals|Dragonfly
Drawer	object	Objects|Furniture|Drawer
Dress	object	Objects|Clothing & Accessories|Dress
Drill (Tool)	object	Objects|Tools|Drill
Drink	object	Food & Drink|Drink
Drinking straw	object	Objects|Kitchen & Dining|Drinking straw
Drum	object	Objects|Music|Drum
Duck	object	Animals|Duck
Dumbbell	object	Objects|Sports|Dumbbell
Eagle	object	Animals|Eagle
Earring	object	Objects|Clothing & Accessories|Earring
Egg	object	Food & Drink|Egg
Elephant	object	Animals|Elephant
Envelope	object	Objects|Office & Stationery|Envelope
Eraser	object	Objects|Office & Stationery|Eraser
Face powder	object	Objects|Personal Care|Face powder
Facial tissue holder	object	Objects|Household|Facial tissue holder
Falcon	object	Animals|Falcon
Fashion accessory	object	Objects|Clothing & Accessories|Fashion accessory
Fast food	object	Food & Drink|Fast food
Fax	object	Objects|Electronics|Fax
Fedora	object	Objects|Clothing & Accessories|Fedora
Filing cabinet	object	Objects|Furniture|Filing cabinet
Fire hydrant	object	Objects|Signs & Street|Fire hydrant
Fireplace	object	Objects|Household|Fireplace
Fish	object	Animals|Fish
Fixed-wing aircraft	object	Objects|Vehicles|Fixed-wing aircraft
Flag	object	Objects|Flag
Flashlight	object	Objects|Tools|Flashlight
Flower	object	Plants|Flower
Flowerpot	object	Objects|Household|Flowerpot
Flute	object	Objects|Music|Flute
Flying disc	object	Objects|Sports|Flying disc
Food	object	Food & Drink|Food
Food processor	object	Objects|Kitchen & Dining|Food processor
Football	object	Objects|Sports|Football
Football helmet	object	Objects|Sports|Football helmet
Footwear	object	Objects|Clothing & Accessories|Footwear
Fork	object	Objects|Kitchen & Dining|Fork
Fountain	object	Location|Outdoor|Fountain
Fox	object	Animals|Fox
French fries	object	Food & Drink|French fries
French horn	object	Objects|Music|French horn
Frog	object	Animals|Frog
Fruit	object	Food & Drink|Fruit
Frying pan	object	Objects|Kitchen & Dining|Frying pan
Furniture	object	Objects|Furniture|Furniture
Garden Asparagus	object	Food & Drink|Garden Asparagus
Gas stove	object	Objects|Kitchen & Dining|Gas stove
Giraffe	object	Animals|Giraffe
Girl	object	People|Girl
Glasses	object	Objects|Clothing & Accessories|Glasses
Glove	object	Objects|Clothing & Accessories|Glove
Goat	object	Animals|Goat
Goggles	object	Objects|Clothing & Accessories|Goggles
Goldfish	object	Animals|Goldfish
Golf ball	object	Objects|Sports|Golf ball
Golf cart	object	Objects|Vehicles|Golf cart
Gondola	object	Objects|Vehicles|Gondola
Goose	object	Animals|Goose
Grape	object	Food & Drink|Grape
Grapefruit	object	Food & Drink|Grapefruit
Grinder	object	Objects|Tools|Grinder
Guacamole	object	Food & Drink|Guacamole
Guitar	object	Objects|Music|Guitar
Hair dryer	object	Objects|Household|Hair dryer
Hair spray	object	Objects|Personal Care|Hair spray
Hamburger	object	Food & Drink|Hamburger
Hammer	object	Objects|Tools|Hammer
Hamster	object	Animals|Hamster
Hand dryer	object	Objects|Household|Hand dryer
Handbag	object	Objects|Clothing & Accessories|Handbag
Handgun	object	Objects|Weapons|Handgun
Harbor seal	object	Animals|Harbor seal
Harmonica	object	Objects|Music|Harmonica
Harp	object	Objects|Music|Harp
Harpsichord	object	Objects|Music|Harpsichord
Hat	object	Objects|Clothing & Accessories|Hat
Headphones	object	Objects|Electronics|Headphones
Heater	object	Objects|Household|Heater
Hedgehog	object	Animals|Hedgehog
Helicopter	object	Objects|Vehicles|Helicopter
Helmet	object	Objects|Clothing & Accessories|Helmet
High heels	object	Objects|Clothing & Accessories|High heels
Hiking equipment	object	Objects|Sports|Hiking equipment
Hippopotamus	object	Animals|Hippopotamus
Home appliance	object	Objects|Household|Home appliance
